id,breed,image,breed_id
015d86b2fcb36f0fdfbe94a66c0e3400,wire-haired_fox_terrier,D:\GitWork\dog_breed\data\raw\train\015d86b2fcb36f0fdfbe94a66c0e3400.jpg,119
0161847d5bfae154af084993fa26a1a7,giant_schnauzer,D:\GitWork\dog_breed\data\raw\train\0161847d5bfae154af084993fa26a1a7.jpg,49
0162107acd8f2588c0944b791d61bb0c,affenpinscher,D:\GitWork\dog_breed\data\raw\train\0162107acd8f2588c0944b791d61bb0c.jpg,1
0162b3e0144fb1d1ab82fbff3ace9938,shih-tzu,D:\GitWork\dog_breed\data\raw\train\0162b3e0144fb1d1ab82fbff3ace9938.jpg,101
01680178ca6664294efb493a46014a82,irish_terrier,D:\GitWork\dog_breed\data\raw\train\01680178ca6664294efb493a46014a82.jpg,58
0169294085e94d1250587b38e4fbb532,kuvasz,D:\GitWork\dog_breed\data\raw\train\0169294085e94d1250587b38e4fbb532.jpg,67
016bcdb05e2d0e0878877df21b8c3cff,german_shepherd,D:\GitWork\dog_breed\data\raw\train\016bcdb05e2d0e0878877df21b8c3cff.jpg,47
0177a92a906192bfde8adbb8a237e524,greater_swiss_mountain_dog,D:\GitWork\dog_breed\data\raw\train\0177a92a906192bfde8adbb8a237e524.jpg,54
018aae5768833c34e3df30d63429251e,basset,D:\GitWork\dog_breed\data\raw\train\018aae5768833c34e3df30d63429251e.jpg,9
0192d7174233ebdb3d720000413829ac,australian_terrier,D:\GitWork\dog_breed\data\raw\train\0192d7174233ebdb3d720000413829ac.jpg,7
019c92d1ff56deb9d75d809a92bc84d8,schipperke,D:\GitWork\dog_breed\data\raw\train\019c92d1ff56deb9d75d809a92bc84d8.jpg,96
019ff93e03802e661577b5869e099dcb,rhodesian_ridgeback,D:\GitWork\dog_breed\data\raw\train\019ff93e03802e661577b5869e099dcb.jpg,91
01a3b064c56edbe3abf55051b16134d4,irish_setter,D:\GitWork\dog_breed\data\raw\train\01a3b064c56edbe3abf55051b16134d4.jpg,57
01a41985ab8209e750588fa348d635be,appenzeller,D:\GitWork\dog_breed\data\raw\train\01a41985ab8209e750588fa348d635be.jpg,6
01b09bdac592b0eb9909dd105314ad3a,german_shepherd,D:\GitWork\dog_breed\data\raw\train\01b09bdac592b0eb9909dd105314ad3a.jpg,47
01b35a06b00e4a832b935cf8d51303c1,bloodhound,D:\GitWork\dog_breed\data\raw\train\01b35a06b00e4a832b935cf8d51303c1.jpg,15
01b36cb1b80ab8c3a7d2b7128ad21bdc,samoyed,D:\GitWork\dog_breed\data\raw\train\01b36cb1b80ab8c3a7d2b7128ad21bdc.jpg,95
01b6c2bd3053535a58d8de763cf06aa0,miniature_schnauzer,D:\GitWork\dog_breed\data\raw\train\01b6c2bd3053535a58d8de763cf06aa0.jpg,78
01b849a7e4fbc545f6b2806cb87ab371,brittany_spaniel,D:\GitWork\dog_breed\data\raw\train\01b849a7e4fbc545f6b2806cb87ab371.jpg,25
01c230ec18eed427cf5b1db1a833024d,english_setter,D:\GitWork\dog_breed\data\raw\train\01c230ec18eed427cf5b1db1a833024d.jpg,41
01d0f3692e576b3cde511285352aed4a,kelpie,D:\GitWork\dog_breed\data\raw\train\01d0f3692e576b3cde511285352aed4a.jpg,64
01de1f7b7b4465a6d130a56746af66a6,papillon,D:\GitWork\dog_breed\data\raw\train\01de1f7b7b4465a6d130a56746af66a6.jpg,85
01dffcb02d6cba7d2b101fcc93daa6f1,border_collie,D:\GitWork\dog_breed\data\raw\train\01dffcb02d6cba7d2b101fcc93daa6f1.jpg,17
01e2245b46eb747260ff80f1c892daef,brittany_spaniel,D:\GitWork\dog_breed\data\raw\train\01e2245b46eb747260ff80f1c892daef.jpg,25
01e4d3d1cb704ed819bce35d22e716a7,appenzeller,D:\GitWork\dog_breed\data\raw\train\01e4d3d1cb704ed819bce35d22e716a7.jpg,6
01e787576c003930f96c966f9c3e1d44,scottish_deerhound,D:\GitWork\dog_breed\data\raw\train\01e787576c003930f96c966f9c3e1d44.jpg,98
01ee3c7ff9bcaba9874183135877670e,entlebucher,D:\GitWork\dog_breed\data\raw\train\01ee3c7ff9bcaba9874183135877670e.jpg,43
01f397f16fb2d7d76fdbce4e2207c1a3,collie,D:\GitWork\dog_breed\data\raw\train\01f397f16fb2d7d76fdbce4e2207c1a3.jpg,34
01f429667104c0c5a5f321700f15435c,malamute,D:\GitWork\dog_breed\data\raw\train\01f429667104c0c5a5f321700f15435c.jpg,72
01f8540fb1084107a6eb3e528f82c1aa,welsh_springer_spaniel,D:\GitWork\dog_breed\data\raw\train\01f8540fb1084107a6eb3e528f82c1aa.jpg,116
0206c12e8984e3c8a166cc272de25d6f,chihuahua,D:\GitWork\dog_breed\data\raw\train\0206c12e8984e3c8a166cc272de25d6f.jpg,30
0207803a6ce1bfad98e7f095c965e44a,border_terrier,D:\GitWork\dog_breed\data\raw\train\0207803a6ce1bfad98e7f095c965e44a.jpg,18
020ecfccf3c900b01ce831abbf20b485,saluki,D:\GitWork\dog_breed\data\raw\train\020ecfccf3c900b01ce831abbf20b485.jpg,94
0214e2d616ec7eb7cb0d8c19a7f29e70,weimaraner,D:\GitWork\dog_breed\data\raw\train\0214e2d616ec7eb7cb0d8c19a7f29e70.jpg,115
021b5a49189665c0442c19b5b33e8cf1,entlebucher,D:\GitWork\dog_breed\data\raw\train\021b5a49189665c0442c19b5b33e8cf1.jpg,43
0229677aec75183a16de9d6f6658fae2,irish_terrier,D:\GitWork\dog_breed\data\raw\train\0229677aec75183a16de9d6f6658fae2.jpg,58
022b34fd8734b39995a9f38a4f3e7b6b,maltese_dog,D:\GitWork\dog_breed\data\raw\train\022b34fd8734b39995a9f38a4f3e7b6b.jpg,74
0234695e7a548e2ad1b2ac91d6486c1c,bloodhound,D:\GitWork\dog_breed\data\raw\train\0234695e7a548e2ad1b2ac91d6486c1c.jpg,15
023e4e28415506e0deddcbd8f8bdab29,pug,D:\GitWork\dog_breed\data\raw\train\023e4e28415506e0deddcbd8f8bdab29.jpg,89
0246f44bb123ce3f91c939861eb97fb7,standard_schnauzer,D:\GitWork\dog_breed\data\raw\train\0246f44bb123ce3f91c939861eb97fb7.jpg,107
024ecfa590271db8616bfaa59159d7b2,malinois,D:\GitWork\dog_breed\data\raw\train\024ecfa590271db8616bfaa59159d7b2.jpg,73
024fc0be976885d5cfcf6770239a9001,english_setter,D:\GitWork\dog_breed\data\raw\train\024fc0be976885d5cfcf6770239a9001.jpg,41
024fd994941146f8dfdb38a9b2b74efd,wire-haired_fox_terrier,D:\GitWork\dog_breed\data\raw\train\024fd994941146f8dfdb38a9b2b74efd.jpg,119
02508e76981e1ba059d785704b4c480c,pug,D:\GitWork\dog_breed\data\raw\train\02508e76981e1ba059d785704b4c480c.jpg,89
0255a5bca3b9d91d4fdba8d7419b5e69,lakeland_terrier,D:\GitWork\dog_breed\data\raw\train\0255a5bca3b9d91d4fdba8d7419b5e69.jpg,69
025bab46ddcde249d5c52c660fea6d26,boxer,D:\GitWork\dog_breed\data\raw\train\025bab46ddcde249d5c52c660fea6d26.jpg,22
025d903b457b865fd29424916e42fbc2,rhodesian_ridgeback,D:\GitWork\dog_breed\data\raw\train\025d903b457b865fd29424916e42fbc2.jpg,91
0264c5fcaaba5e31082395476447b254,komondor,D:\GitWork\dog_breed\data\raw\train\0264c5fcaaba5e31082395476447b254.jpg,66
0267c5f1acbab52ae4a7927e0398612b,airedale,D:\GitWork\dog_breed\data\raw\train\0267c5f1acbab52ae4a7927e0398612b.jpg,4
0270276158566af50ef48b1284c998d6,wire-haired_fox_terrier,D:\GitWork\dog_breed\data\raw\train\0270276158566af50ef48b1284c998d6.jpg,119
02777bdfcf9f1a593af768e6616df4b3,english_setter,D:\GitWork\dog_breed\data\raw\train\02777bdfcf9f1a593af768e6616df4b3.jpg,41
0287b3374c33346e2b41f73af3a36261,leonberg,D:\GitWork\dog_breed\data\raw\train\0287b3374c33346e2b41f73af3a36261.jpg,70
029202b0cf0b5d6d48c6ce7b432409ef,giant_schnauzer,D:\GitWork\dog_breed\data\raw\train\029202b0cf0b5d6d48c6ce7b432409ef.jpg,49
0294b42910cb8a8d8340e45d8aaf2953,mexican_hairless,D:\GitWork\dog_breed\data\raw\train\0294b42910cb8a8d8340e45d8aaf2953.jpg,75
0296633efc21006e3ce2af7eaeff04f7,irish_terrier,D:\GitWork\dog_breed\data\raw\train\0296633efc21006e3ce2af7eaeff04f7.jpg,58
029ed6af5dcadfd105db9271e12ede14,rhodesian_ridgeback,D:\GitWork\dog_breed\data\raw\train\029ed6af5dcadfd105db9271e12ede14.jpg,91
02a3edc1d6aae095185131fe185478e0,saluki,D:\GitWork\dog_breed\data\raw\train\02a3edc1d6aae095185131fe185478e0.jpg,94
02a8ed20109bd62bd5894f276c08c8a2,leonberg,D:\GitWork\dog_breed\data\raw\train\02a8ed20109bd62bd5894f276c08c8a2.jpg,70
02ad779f2721db9364d3bb68f5580582,bull_mastiff,D:\GitWork\dog_breed\data\raw\train\02ad779f2721db9364d3bb68f5580582.jpg,26
02b1c50fb7315423a664f3ce68c94e30,dingo,D:\GitWork\dog_breed\data\raw\train\02b1c50fb7315423a664f3ce68c94e30.jpg,38
02c48781eff39a66ae6dd8626e35809e,irish_setter,D:\GitWork\dog_breed\data\raw\train\02c48781eff39a66ae6dd8626e35809e.jpg,57
02c90d8109d9a48739b9887349d92b1f,airedale,D:\GitWork\dog_breed\data\raw\train\02c90d8109d9a48739b9887349d92b1f.jpg,4
02cc0d7c8b7b513b4325bda30dce222d,brittany_spaniel,D:\GitWork\dog_breed\data\raw\train\02cc0d7c8b7b513b4325bda30dce222d.jpg,25
02d45a238621c3f2cbde5c1d173ead1e,bull_mastiff,D:\GitWork\dog_breed\data\raw\train\02d45a238621c3f2cbde5c1d173ead1e.jpg,26
02d54f0dfb40038765e838459ae8c956,bernese_mountain_dog,D:\GitWork\dog_breed\data\raw\train\02d54f0dfb40038765e838459ae8c956.jpg,12
02df8523833c432f90071f86dff69a8f,bluetick,D:\GitWork\dog_breed\data\raw\train\02df8523833c432f90071f86dff69a8f.jpg,16
02dfcd0a24a9c41070f4f94b4c9933ff,irish_terrier,D:\GitWork\dog_breed\data\raw\train\02dfcd0a24a9c41070f4f94b4c9933ff.jpg,58
02e7b5a86cec57f5935374946d4f5dc1,irish_terrier,D:\GitWork\dog_breed\data\raw\train\02e7b5a86cec57f5935374946d4f5dc1.jpg,58
02eef0f899b81ddf27a42641bc8db9ee,entlebucher,D:\GitWork\dog_breed\data\raw\train\02eef0f899b81ddf27a42641bc8db9ee.jpg,43
02ef5f19db8cf4da62016a1067bdc548,welsh_springer_spaniel,D:\GitWork\dog_breed\data\raw\train\02ef5f19db8cf4da62016a1067bdc548.jpg,116
02f07e7e51662336a9d8c775a4eac5f4,miniature_schnauzer,D:\GitWork\dog_breed\data\raw\train\02f07e7e51662336a9d8c775a4eac5f4.jpg,78
02f3d5fd1eea0a2e6f4742bc54b51ba9,american_staffordshire_terrier,D:\GitWork\dog_breed\data\raw\train\02f3d5fd1eea0a2e6f4742bc54b51ba9.jpg,5
02f6152a9401568d695234d33bb6c37d,miniature_schnauzer,D:\GitWork\dog_breed\data\raw\train\02f6152a9401568d695234d33bb6c37d.jpg,78
02ff77af410e966b7b661f6f0789d947,golden_retriever,D:\GitWork\dog_breed\data\raw\train\02ff77af410e966b7b661f6f0789d947.jpg,50
0310a425f26d797634aadeb66bd63ef1,rhodesian_ridgeback,D:\GitWork\dog_breed\data\raw\train\0310a425f26d797634aadeb66bd63ef1.jpg,91
0311a6a51a414ba91f3ad8055170baa1,lhasa,D:\GitWork\dog_breed\data\raw\train\0311a6a51a414ba91f3ad8055170baa1.jpg,71
0314048edbd08c8c50eb3c93281bd043,pekinese,D:\GitWork\dog_breed\data\raw\train\0314048edbd08c8c50eb3c93281bd043.jpg,86
031d3353588a81b42bcae74ff19571b0,cardigan,D:\GitWork\dog_breed\data\raw\train\031d3353588a81b42bcae74ff19571b0.jpg,28
0325e6ba5b6afd3e0dd94c3a77b6de59,italian_greyhound,D:\GitWork\dog_breed\data\raw\train\0325e6ba5b6afd3e0dd94c3a77b6de59.jpg,61
032620ae0f847d957d94d1fd76cb17e8,dhole,D:\GitWork\dog_breed\data\raw\train\032620ae0f847d957d94d1fd76cb17e8.jpg,37
0326344e0d5181130c28d25edd5627e4,clumber,D:\GitWork\dog_breed\data\raw\train\0326344e0d5181130c28d25edd5627e4.jpg,32
0326d40cc2b35521f1f3e73cabcf2a23,lakeland_terrier,D:\GitWork\dog_breed\data\raw\train\0326d40cc2b35521f1f3e73cabcf2a23.jpg,69
032c14b2df4193004913b01ab48f87c6,border_collie,D:\GitWork\dog_breed\data\raw\train\032c14b2df4193004913b01ab48f87c6.jpg,17
0341e3d7a4624d6a7b061fdc25b69044,irish_setter,D:\GitWork\dog_breed\data\raw\train\0341e3d7a4624d6a7b061fdc25b69044.jpg,57
0345638400c47bbd920474672562077e,scotch_terrier,D:\GitWork\dog_breed\data\raw\train\0345638400c47bbd920474672562077e.jpg,97
03564fbb4aba93dd80e5c7cd76f28d28,walker_hound,D:\GitWork\dog_breed\data\raw\train\03564fbb4aba93dd80e5c7cd76f28d28.jpg,114
035b459eb52acba2ae75bed041b368fe,groenendael,D:\GitWork\dog_breed\data\raw\train\035b459eb52acba2ae75bed041b368fe.jpg,55
035f28d8ad34afaf7c8d276d6674bf8f,shih-tzu,D:\GitWork\dog_breed\data\raw\train\035f28d8ad34afaf7c8d276d6674bf8f.jpg,101
035fe39454c2ddb2f6a37146cacf0ac0,border_terrier,D:\GitWork\dog_breed\data\raw\train\035fe39454c2ddb2f6a37146cacf0ac0.jpg,18
0360d42966d191a5db4c4bb2e8c66229,lhasa,D:\GitWork\dog_breed\data\raw\train\0360d42966d191a5db4c4bb2e8c66229.jpg,71
0365fe4e3e13a885c6b02ebbbf2d9173,cairn,D:\GitWork\dog_breed\data\raw\train\0365fe4e3e13a885c6b02ebbbf2d9173.jpg,27
0374e657c8b3b55579751adcaa7c8023,irish_setter,D:\GitWork\dog_breed\data\raw\train\0374e657c8b3b55579751adcaa7c8023.jpg,57
0379145880ad3978f9b80f0dc2c03fba,afghan_hound,D:\GitWork\dog_breed\data\raw\train\0379145880ad3978f9b80f0dc2c03fba.jpg,2
037ac6cbd9c96d70e68917aa059b6aab,old_english_sheepdog,D:\GitWork\dog_breed\data\raw\train\037ac6cbd9c96d70e68917aa059b6aab.jpg,83
039bdddd8546f0fafdf984b810d1138b,saint_bernard,D:\GitWork\dog_breed\data\raw\train\039bdddd8546f0fafdf984b810d1138b.jpg,93
039e61713398f27d027480e4bd0056d1,leonberg,D:\GitWork\dog_breed\data\raw\train\039e61713398f27d027480e4bd0056d1.jpg,70
03ae71ff9e4c5ac97afdfa956ea5e191,borzoi,D:\GitWork\dog_breed\data\raw\train\03ae71ff9e4c5ac97afdfa956ea5e191.jpg,19
03b0e7ace52c10dc4878f60307cdebe3,saint_bernard,D:\GitWork\dog_breed\data\raw\train\03b0e7ace52c10dc4878f60307cdebe3.jpg,93
03b7320cf8054e57b499e01d1cde0644,walker_hound,D:\GitWork\dog_breed\data\raw\train\03b7320cf8054e57b499e01d1cde0644.jpg,114
03b9ab173e5862580909fee10f0ea46d,miniature_pinscher,D:\GitWork\dog_breed\data\raw\train\03b9ab173e5862580909fee10f0ea46d.jpg,76
03bc1c631e57ba87c85b98efd0912c00,bedlington_terrier,D:\GitWork\dog_breed\data\raw\train\03bc1c631e57ba87c85b98efd0912c00.jpg,11
03bda5c85206a273eb978c7b9483df5f,eskimo_dog,D:\GitWork\dog_breed\data\raw\train\03bda5c85206a273eb978c7b9483df5f.jpg,44
03c1557464297ffffc8da977c4db7e68,standard_schnauzer,D:\GitWork\dog_breed\data\raw\train\03c1557464297ffffc8da977c4db7e68.jpg,107
03c81a2e78dc915bc515fcb8aafd2f6f,cairn,D:\GitWork\dog_breed\data\raw\train\03c81a2e78dc915bc515fcb8aafd2f6f.jpg,27
03ca2c79345f4c27232ed5b0dc2821c2,otterhound,D:\GitWork\dog_breed\data\raw\train\03ca2c79345f4c27232ed5b0dc2821c2.jpg,84
03cae0a6700c5cc4900e576034361e7a,groenendael,D:\GitWork\dog_breed\data\raw\train\03cae0a6700c5cc4900e576034361e7a.jpg,55
03da788cc7e5c111575daf04e7e3910c,toy_poodle,D:\GitWork\dog_breed\data\raw\train\03da788cc7e5c111575daf04e7e3910c.jpg,111
03dc61595ad9dbf49e3998cf586ca8cb,scottish_deerhound,D:\GitWork\dog_breed\data\raw\train\03dc61595ad9dbf49e3998cf586ca8cb.jpg,98
03dd99e068f1f2283011cc305f5aaa9f,irish_wolfhound,D:\GitWork\dog_breed\data\raw\train\03dd99e068f1f2283011cc305f5aaa9f.jpg,60
03ddfa6f292b49e14ed6be5c58246701,malamute,D:\GitWork\dog_breed\data\raw\train\03ddfa6f292b49e14ed6be5c58246701.jpg,72
03dfefdb2939388f7ca9578cb7c4a2b9,maltese_dog,D:\GitWork\dog_breed\data\raw\train\03dfefdb2939388f7ca9578cb7c4a2b9.jpg,74
03e1d2ee5fd90aef036c90a9e7f81177,bernese_mountain_dog,D:\GitWork\dog_breed\data\raw\train\03e1d2ee5fd90aef036c90a9e7f81177.jpg,12
03eb844e1d5aa5addaab20298b1b70c3,greater_swiss_mountain_dog,D:\GitWork\dog_breed\data\raw\train\03eb844e1d5aa5addaab20298b1b70c3.jpg,54
03edf850d74d43b2587991ecb673fb33,scotch_terrier,D:\GitWork\dog_breed\data\raw\train\03edf850d74d43b2587991ecb673fb33.jpg,97
03f2301867ca4d744773c4c06aa61d3c,borzoi,D:\GitWork\dog_breed\data\raw\train\03f2301867ca4d744773c4c06aa61d3c.jpg,19
03f2f64aebc483ef8e5e17aba7311aa6,brabancon_griffon,D:\GitWork\dog_breed\data\raw\train\03f2f64aebc483ef8e5e17aba7311aa6.jpg,23
03f5b638b8f1c83d3097786e40992ff9,toy_terrier,D:\GitWork\dog_breed\data\raw\train\03f5b638b8f1c83d3097786e40992ff9.jpg,112
03f6435dc8a5e760d19e67831c6034fb,chow,D:\GitWork\dog_breed\data\raw\train\03f6435dc8a5e760d19e67831c6034fb.jpg,31
040fef64640b89c53f161b6c5215b78b,affenpinscher,D:\GitWork\dog_breed\data\raw\train\040fef64640b89c53f161b6c5215b78b.jpg,1
041a54577da744348d4da8094e882cd9,flat-coated_retriever,D:\GitWork\dog_breed\data\raw\train\041a54577da744348d4da8094e882cd9.jpg,45
041b3b8a40b587a486276ac15edd9eaf,samoyed,D:\GitWork\dog_breed\data\raw\train\041b3b8a40b587a486276ac15edd9eaf.jpg,95
041d0d6a8d110b35a3795dd5c68f9a36,american_staffordshire_terrier,D:\GitWork\dog_breed\data\raw\train\041d0d6a8d110b35a3795dd5c68f9a36.jpg,5
04254919cc15c6867cccfd738a926999,walker_hound,D:\GitWork\dog_breed\data\raw\train\04254919cc15c6867cccfd738a926999.jpg,114
0428e1ae313156ec06dc42096cf1372c,norwegian_elkhound,D:\GitWork\dog_breed\data\raw\train\0428e1ae313156ec06dc42096cf1372c.jpg,81
042e83e82315bada78f2681d030b0d28,bull_mastiff,D:\GitWork\dog_breed\data\raw\train\042e83e82315bada78f2681d030b0d28.jpg,26
042ecd9a978c2ee48d17f7f781621ac9,collie,D:\GitWork\dog_breed\data\raw\train\042ecd9a978c2ee48d17f7f781621ac9.jpg,34
