id,breed,breed_id,image
011e06760794850c40f23d6426c40774,dhole,85,D:\GitWork\dog_breed\data\train\011e06760794850c40f23d6426c40774.jpg
0120343862761d052d6a7ade81625c94,dingo,72,D:\GitWork\dog_breed\data\train\0120343862761d052d6a7ade81625c94.jpg
01268f0007876a692907bda89468184c,affenpinscher,68,D:\GitWork\dog_breed\data\train\01268f0007876a692907bda89468184c.jpg
012ff2d21dad14452ea16b4cda7eef4c,toy_poodle,69,D:\GitWork\dog_breed\data\train\012ff2d21dad14452ea16b4cda7eef4c.jpg
013aed490e0e15a8989e12ae0d0ccfaa,border_terrier,31,D:\GitWork\dog_breed\data\train\013aed490e0e15a8989e12ae0d0ccfaa.jpg
013c43f40f0fb13fa25ac0c2a70fd48f,lakeland_terrier,20,D:\GitWork\dog_breed\data\train\013c43f40f0fb13fa25ac0c2a70fd48f.jpg
013f8fdf6d638c7bb042f5f17e8a9fdc,tibetan_terrier,11,D:\GitWork\dog_breed\data\train\013f8fdf6d638c7bb042f5f17e8a9fdc.jpg
0140b05bfc2fd43f2819fab3d8566109,norwegian_elkhound,25,D:\GitWork\dog_breed\data\train\0140b05bfc2fd43f2819fab3d8566109.jpg
014c2b0cd8e3b517e649cecf8543b8fe,african_hunting_dog,45,D:\GitWork\dog_breed\data\train\014c2b0cd8e3b517e649cecf8543b8fe.jpg
0159b6457aac89f43d1c1931cdf7500b,irish_water_spaniel,81,D:\GitWork\dog_breed\data\train\0159b6457aac89f43d1c1931cdf7500b.jpg
015b363b062f602e7ec04ce28e640d05,walker_hound,113,D:\GitWork\dog_breed\data\train\015b363b062f602e7ec04ce28e640d05.jpg
015b4aa50dd9b4a0d26dc0c38f41b489,irish_water_spaniel,81,D:\GitWork\dog_breed\data\train\015b4aa50dd9b4a0d26dc0c38f41b489.jpg
015d86b2fcb36f0fdfbe94a66c0e3400,wire-haired_fox_terrier,56,D:\GitWork\dog_breed\data\train\015d86b2fcb36f0fdfbe94a66c0e3400.jpg
0161847d5bfae154af084993fa26a1a7,giant_schnauzer,112,D:\GitWork\dog_breed\data\train\0161847d5bfae154af084993fa26a1a7.jpg
0162107acd8f2588c0944b791d61bb0c,affenpinscher,68,D:\GitWork\dog_breed\data\train\0162107acd8f2588c0944b791d61bb0c.jpg
0162b3e0144fb1d1ab82fbff3ace9938,shih-tzu,5,D:\GitWork\dog_breed\data\train\0162b3e0144fb1d1ab82fbff3ace9938.jpg
01680178ca6664294efb493a46014a82,irish_terrier,62,D:\GitWork\dog_breed\data\train\01680178ca6664294efb493a46014a82.jpg
0169294085e94d1250587b38e4fbb532,kuvasz,105,D:\GitWork\dog_breed\data\train\0169294085e94d1250587b38e4fbb532.jpg
016bcdb05e2d0e0878877df21b8c3cff,german_shepherd,111,D:\GitWork\dog_breed\data\train\016bcdb05e2d0e0878877df21b8c3cff.jpg
0177a92a906192bfde8adbb8a237e524,greater_swiss_mountain_dog,61,D:\GitWork\dog_breed\data\train\0177a92a906192bfde8adbb8a237e524.jpg
018aae5768833c34e3df30d63429251e,basset,63,D:\GitWork\dog_breed\data\train\018aae5768833c34e3df30d63429251e.jpg
0192d7174233ebdb3d720000413829ac,australian_terrier,16,D:\GitWork\dog_breed\data\train\0192d7174233ebdb3d720000413829ac.jpg
019c92d1ff56deb9d75d809a92bc84d8,schipperke,46,D:\GitWork\dog_breed\data\train\019c92d1ff56deb9d75d809a92bc84d8.jpg
019ff93e03802e661577b5869e099dcb,rhodesian_ridgeback,39,D:\GitWork\dog_breed\data\train\019ff93e03802e661577b5869e099dcb.jpg
01a3b064c56edbe3abf55051b16134d4,irish_setter,37,D:\GitWork\dog_breed\data\train\01a3b064c56edbe3abf55051b16134d4.jpg
01a41985ab8209e750588fa348d635be,appenzeller,80,D:\GitWork\dog_breed\data\train\01a41985ab8209e750588fa348d635be.jpg
01b09bdac592b0eb9909dd105314ad3a,german_shepherd,111,D:\GitWork\dog_breed\data\train\01b09bdac592b0eb9909dd105314ad3a.jpg
01b35a06b00e4a832b935cf8d51303c1,bloodhound,49,D:\GitWork\dog_breed\data\train\01b35a06b00e4a832b935cf8d51303c1.jpg
01b36cb1b80ab8c3a7d2b7128ad21bdc,samoyed,9,D:\GitWork\dog_breed\data\train\01b36cb1b80ab8c3a7d2b7128ad21bdc.jpg
01b6c2bd3053535a58d8de763cf06aa0,miniature_schnauzer,82,D:\GitWork\dog_breed\data\train\01b6c2bd3053535a58d8de763cf06aa0.jpg
01b849a7e4fbc545f6b2806cb87ab371,brittany_spaniel,98,D:\GitWork\dog_breed\data\train\01b849a7e4fbc545f6b2806cb87ab371.jpg
01c230ec18eed427cf5b1db1a833024d,english_setter,55,D:\GitWork\dog_breed\data\train\01c230ec18eed427cf5b1db1a833024d.jpg
01d0f3692e576b3cde511285352aed4a,kelpie,47,D:\GitWork\dog_breed\data\train\01d0f3692e576b3cde511285352aed4a.jpg
01de1f7b7b4465a6d130a56746af66a6,papillon,22,D:\GitWork\dog_breed\data\train\01de1f7b7b4465a6d130a56746af66a6.jpg
01dffcb02d6cba7d2b101fcc93daa6f1,border_collie,103,D:\GitWork\dog_breed\data\train\01dffcb02d6cba7d2b101fcc93daa6f1.jpg
01e2245b46eb747260ff80f1c892daef,brittany_spaniel,98,D:\GitWork\dog_breed\data\train\01e2245b46eb747260ff80f1c892daef.jpg
01e4d3d1cb704ed819bce35d22e716a7,appenzeller,80,D:\GitWork\dog_breed\data\train\01e4d3d1cb704ed819bce35d22e716a7.jpg
01e787576c003930f96c966f9c3e1d44,scottish_deerhound,0,D:\GitWork\dog_breed\data\train\01e787576c003930f96c966f9c3e1d44.jpg
01ee3c7ff9bcaba9874183135877670e,entlebucher,3,D:\GitWork\dog_breed\data\train\01ee3c7ff9bcaba9874183135877670e.jpg
01f397f16fb2d7d76fdbce4e2207c1a3,collie,41,D:\GitWork\dog_breed\data\train\01f397f16fb2d7d76fdbce4e2207c1a3.jpg
01f429667104c0c5a5f321700f15435c,malamute,67,D:\GitWork\dog_breed\data\train\01f429667104c0c5a5f321700f15435c.jpg
01f8540fb1084107a6eb3e528f82c1aa,welsh_springer_spaniel,76,D:\GitWork\dog_breed\data\train\01f8540fb1084107a6eb3e528f82c1aa.jpg
0206c12e8984e3c8a166cc272de25d6f,chihuahua,106,D:\GitWork\dog_breed\data\train\0206c12e8984e3c8a166cc272de25d6f.jpg
0207803a6ce1bfad98e7f095c965e44a,border_terrier,31,D:\GitWork\dog_breed\data\train\0207803a6ce1bfad98e7f095c965e44a.jpg
020ecfccf3c900b01ce831abbf20b485,saluki,21,D:\GitWork\dog_breed\data\train\020ecfccf3c900b01ce831abbf20b485.jpg
0214e2d616ec7eb7cb0d8c19a7f29e70,weimaraner,48,D:\GitWork\dog_breed\data\train\0214e2d616ec7eb7cb0d8c19a7f29e70.jpg
021b5a49189665c0442c19b5b33e8cf1,entlebucher,3,D:\GitWork\dog_breed\data\train\021b5a49189665c0442c19b5b33e8cf1.jpg
0229677aec75183a16de9d6f6658fae2,irish_terrier,62,D:\GitWork\dog_breed\data\train\0229677aec75183a16de9d6f6658fae2.jpg
022b34fd8734b39995a9f38a4f3e7b6b,maltese_dog,1,D:\GitWork\dog_breed\data\train\022b34fd8734b39995a9f38a4f3e7b6b.jpg
0234695e7a548e2ad1b2ac91d6486c1c,bloodhound,49,D:\GitWork\dog_breed\data\train\0234695e7a548e2ad1b2ac91d6486c1c.jpg
023e4e28415506e0deddcbd8f8bdab29,pug,26,D:\GitWork\dog_breed\data\train\023e4e28415506e0deddcbd8f8bdab29.jpg
0246f44bb123ce3f91c939861eb97fb7,standard_schnauzer,100,D:\GitWork\dog_breed\data\train\0246f44bb123ce3f91c939861eb97fb7.jpg
024ecfa590271db8616bfaa59159d7b2,malinois,99,D:\GitWork\dog_breed\data\train\024ecfa590271db8616bfaa59159d7b2.jpg
024fc0be976885d5cfcf6770239a9001,english_setter,55,D:\GitWork\dog_breed\data\train\024fc0be976885d5cfcf6770239a9001.jpg
024fd994941146f8dfdb38a9b2b74efd,wire-haired_fox_terrier,56,D:\GitWork\dog_breed\data\train\024fd994941146f8dfdb38a9b2b74efd.jpg
02508e76981e1ba059d785704b4c480c,pug,26,D:\GitWork\dog_breed\data\train\02508e76981e1ba059d785704b4c480c.jpg
0255a5bca3b9d91d4fdba8d7419b5e69,lakeland_terrier,20,D:\GitWork\dog_breed\data\train\0255a5bca3b9d91d4fdba8d7419b5e69.jpg
025bab46ddcde249d5c52c660fea6d26,boxer,91,D:\GitWork\dog_breed\data\train\025bab46ddcde249d5c52c660fea6d26.jpg
025d903b457b865fd29424916e42fbc2,rhodesian_ridgeback,39,D:\GitWork\dog_breed\data\train\025d903b457b865fd29424916e42fbc2.jpg
0264c5fcaaba5e31082395476447b254,komondor,117,D:\GitWork\dog_breed\data\train\0264c5fcaaba5e31082395476447b254.jpg
0267c5f1acbab52ae4a7927e0398612b,airedale,10,D:\GitWork\dog_breed\data\train\0267c5f1acbab52ae4a7927e0398612b.jpg
0270276158566af50ef48b1284c998d6,wire-haired_fox_terrier,56,D:\GitWork\dog_breed\data\train\0270276158566af50ef48b1284c998d6.jpg
02777bdfcf9f1a593af768e6616df4b3,english_setter,55,D:\GitWork\dog_breed\data\train\02777bdfcf9f1a593af768e6616df4b3.jpg
0287b3374c33346e2b41f73af3a36261,leonberg,12,D:\GitWork\dog_breed\data\train\0287b3374c33346e2b41f73af3a36261.jpg
029202b0cf0b5d6d48c6ce7b432409ef,giant_schnauzer,112,D:\GitWork\dog_breed\data\train\029202b0cf0b5d6d48c6ce7b432409ef.jpg
0294b42910cb8a8d8340e45d8aaf2953,mexican_hairless,71,D:\GitWork\dog_breed\data\train\0294b42910cb8a8d8340e45d8aaf2953.jpg
0296633efc21006e3ce2af7eaeff04f7,irish_terrier,62,D:\GitWork\dog_breed\data\train\0296633efc21006e3ce2af7eaeff04f7.jpg
029ed6af5dcadfd105db9271e12ede14,rhodesian_ridgeback,39,D:\GitWork\dog_breed\data\train\029ed6af5dcadfd105db9271e12ede14.jpg
02a3edc1d6aae095185131fe185478e0,saluki,21,D:\GitWork\dog_breed\data\train\02a3edc1d6aae095185131fe185478e0.jpg
02a8ed20109bd62bd5894f276c08c8a2,leonberg,12,D:\GitWork\dog_breed\data\train\02a8ed20109bd62bd5894f276c08c8a2.jpg
02ad779f2721db9364d3bb68f5580582,bull_mastiff,92,D:\GitWork\dog_breed\data\train\02ad779f2721db9364d3bb68f5580582.jpg
02b1c50fb7315423a664f3ce68c94e30,dingo,72,D:\GitWork\dog_breed\data\train\02b1c50fb7315423a664f3ce68c94e30.jpg
02c48781eff39a66ae6dd8626e35809e,irish_setter,37,D:\GitWork\dog_breed\data\train\02c48781eff39a66ae6dd8626e35809e.jpg
02c90d8109d9a48739b9887349d92b1f,airedale,10,D:\GitWork\dog_breed\data\train\02c90d8109d9a48739b9887349d92b1f.jpg
02cc0d7c8b7b513b4325bda30dce222d,brittany_spaniel,98,D:\GitWork\dog_breed\data\train\02cc0d7c8b7b513b4325bda30dce222d.jpg
02d45a238621c3f2cbde5c1d173ead1e,bull_mastiff,92,D:\GitWork\dog_breed\data\train\02d45a238621c3f2cbde5c1d173ead1e.jpg
02d54f0dfb40038765e838459ae8c956,bernese_mountain_dog,4,D:\GitWork\dog_breed\data\train\02d54f0dfb40038765e838459ae8c956.jpg
02df8523833c432f90071f86dff69a8f,bluetick,50,D:\GitWork\dog_breed\data\train\02df8523833c432f90071f86dff69a8f.jpg
02dfcd0a24a9c41070f4f94b4c9933ff,irish_terrier,62,D:\GitWork\dog_breed\data\train\02dfcd0a24a9c41070f4f94b4c9933ff.jpg
02e7b5a86cec57f5935374946d4f5dc1,irish_terrier,62,D:\GitWork\dog_breed\data\train\02e7b5a86cec57f5935374946d4f5dc1.jpg
02eef0f899b81ddf27a42641bc8db9ee,entlebucher,3,D:\GitWork\dog_breed\data\train\02eef0f899b81ddf27a42641bc8db9ee.jpg
02ef5f19db8cf4da62016a1067bdc548,welsh_springer_spaniel,76,D:\GitWork\dog_breed\data\train\02ef5f19db8cf4da62016a1067bdc548.jpg
02f07e7e51662336a9d8c775a4eac5f4,miniature_schnauzer,82,D:\GitWork\dog_breed\data\train\02f07e7e51662336a9d8c775a4eac5f4.jpg
02f3d5fd1eea0a2e6f4742bc54b51ba9,american_staffordshire_terrier,96,D:\GitWork\dog_breed\data\train\02f3d5fd1eea0a2e6f4742bc54b51ba9.jpg
02f6152a9401568d695234d33bb6c37d,miniature_schnauzer,82,D:\GitWork\dog_breed\data\train\02f6152a9401568d695234d33bb6c37d.jpg
02ff77af410e966b7b661f6f0789d947,golden_retriever,115,D:\GitWork\dog_breed\data\train\02ff77af410e966b7b661f6f0789d947.jpg
0310a425f26d797634aadeb66bd63ef1,rhodesian_ridgeback,39,D:\GitWork\dog_breed\data\train\0310a425f26d797634aadeb66bd63ef1.jpg
0311a6a51a414ba91f3ad8055170baa1,lhasa,33,D:\GitWork\dog_breed\data\train\0311a6a51a414ba91f3ad8055170baa1.jpg
0314048edbd08c8c50eb3c93281bd043,pekinese,94,D:\GitWork\dog_breed\data\train\0314048edbd08c8c50eb3c93281bd043.jpg
031d3353588a81b42bcae74ff19571b0,cardigan,84,D:\GitWork\dog_breed\data\train\031d3353588a81b42bcae74ff19571b0.jpg
0325e6ba5b6afd3e0dd94c3a77b6de59,italian_greyhound,28,D:\GitWork\dog_breed\data\train\0325e6ba5b6afd3e0dd94c3a77b6de59.jpg
032620ae0f847d957d94d1fd76cb17e8,dhole,85,D:\GitWork\dog_breed\data\train\032620ae0f847d957d94d1fd76cb17e8.jpg
0326344e0d5181130c28d25edd5627e4,clumber,70,D:\GitWork\dog_breed\data\train\0326344e0d5181130c28d25edd5627e4.jpg
0326d40cc2b35521f1f3e73cabcf2a23,lakeland_terrier,20,D:\GitWork\dog_breed\data\train\0326d40cc2b35521f1f3e73cabcf2a23.jpg
032c14b2df4193004913b01ab48f87c6,border_collie,103,D:\GitWork\dog_breed\data\train\032c14b2df4193004913b01ab48f87c6.jpg
0341e3d7a4624d6a7b061fdc25b69044,irish_setter,37,D:\GitWork\dog_breed\data\train\0341e3d7a4624d6a7b061fdc25b69044.jpg
0345638400c47bbd920474672562077e,scotch_terrier,58,D:\GitWork\dog_breed\data\train\0345638400c47bbd920474672562077e.jpg
03564fbb4aba93dd80e5c7cd76f28d28,walker_hound,113,D:\GitWork\dog_breed\data\train\03564fbb4aba93dd80e5c7cd76f28d28.jpg
035b459eb52acba2ae75bed041b368fe,groenendael,60,D:\GitWork\dog_breed\data\train\035b459eb52acba2ae75bed041b368fe.jpg
035f28d8ad34afaf7c8d276d6674bf8f,shih-tzu,5,D:\GitWork\dog_breed\data\train\035f28d8ad34afaf7c8d276d6674bf8f.jpg
035fe39454c2ddb2f6a37146cacf0ac0,border_terrier,31,D:\GitWork\dog_breed\data\train\035fe39454c2ddb2f6a37146cacf0ac0.jpg
0360d42966d191a5db4c4bb2e8c66229,lhasa,33,D:\GitWork\dog_breed\data\train\0360d42966d191a5db4c4bb2e8c66229.jpg
0365fe4e3e13a885c6b02ebbbf2d9173,cairn,13,D:\GitWork\dog_breed\data\train\0365fe4e3e13a885c6b02ebbbf2d9173.jpg
0374e657c8b3b55579751adcaa7c8023,irish_setter,37,D:\GitWork\dog_breed\data\train\0374e657c8b3b55579751adcaa7c8023.jpg
0379145880ad3978f9b80f0dc2c03fba,afghan_hound,2,D:\GitWork\dog_breed\data\train\0379145880ad3978f9b80f0dc2c03fba.jpg
037ac6cbd9c96d70e68917aa059b6aab,old_english_sheepdog,40,D:\GitWork\dog_breed\data\train\037ac6cbd9c96d70e68917aa059b6aab.jpg
039bdddd8546f0fafdf984b810d1138b,saint_bernard,51,D:\GitWork\dog_breed\data\train\039bdddd8546f0fafdf984b810d1138b.jpg
039e61713398f27d027480e4bd0056d1,leonberg,12,D:\GitWork\dog_breed\data\train\039e61713398f27d027480e4bd0056d1.jpg
03ae71ff9e4c5ac97afdfa956ea5e191,borzoi,93,D:\GitWork\dog_breed\data\train\03ae71ff9e4c5ac97afdfa956ea5e191.jpg
03b0e7ace52c10dc4878f60307cdebe3,saint_bernard,51,D:\GitWork\dog_breed\data\train\03b0e7ace52c10dc4878f60307cdebe3.jpg
03b7320cf8054e57b499e01d1cde0644,walker_hound,113,D:\GitWork\dog_breed\data\train\03b7320cf8054e57b499e01d1cde0644.jpg
03b9ab173e5862580909fee10f0ea46d,miniature_pinscher,18,D:\GitWork\dog_breed\data\train\03b9ab173e5862580909fee10f0ea46d.jpg
03bc1c631e57ba87c85b98efd0912c00,bedlington_terrier,35,D:\GitWork\dog_breed\data\train\03bc1c631e57ba87c85b98efd0912c00.jpg
03bda5c85206a273eb978c7b9483df5f,eskimo_dog,119,D:\GitWork\dog_breed\data\train\03bda5c85206a273eb978c7b9483df5f.jpg
03c1557464297ffffc8da977c4db7e68,standard_schnauzer,100,D:\GitWork\dog_breed\data\train\03c1557464297ffffc8da977c4db7e68.jpg
03c81a2e78dc915bc515fcb8aafd2f6f,cairn,13,D:\GitWork\dog_breed\data\train\03c81a2e78dc915bc515fcb8aafd2f6f.jpg
03ca2c79345f4c27232ed5b0dc2821c2,otterhound,114,D:\GitWork\dog_breed\data\train\03ca2c79345f4c27232ed5b0dc2821c2.jpg
03cae0a6700c5cc4900e576034361e7a,groenendael,60,D:\GitWork\dog_breed\data\train\03cae0a6700c5cc4900e576034361e7a.jpg
03da788cc7e5c111575daf04e7e3910c,toy_poodle,69,D:\GitWork\dog_breed\data\train\03da788cc7e5c111575daf04e7e3910c.jpg
03dc61595ad9dbf49e3998cf586ca8cb,scottish_deerhound,0,D:\GitWork\dog_breed\data\train\03dc61595ad9dbf49e3998cf586ca8cb.jpg
03dd99e068f1f2283011cc305f5aaa9f,irish_wolfhound,19,D:\GitWork\dog_breed\data\train\03dd99e068f1f2283011cc305f5aaa9f.jpg
03ddfa6f292b49e14ed6be5c58246701,malamute,67,D:\GitWork\dog_breed\data\train\03ddfa6f292b49e14ed6be5c58246701.jpg
03dfefdb2939388f7ca9578cb7c4a2b9,maltese_dog,1,D:\GitWork\dog_breed\data\train\03dfefdb2939388f7ca9578cb7c4a2b9.jpg
03e1d2ee5fd90aef036c90a9e7f81177,bernese_mountain_dog,4,D:\GitWork\dog_breed\data\train\03e1d2ee5fd90aef036c90a9e7f81177.jpg
03eb844e1d5aa5addaab20298b1b70c3,greater_swiss_mountain_dog,61,D:\GitWork\dog_breed\data\train\03eb844e1d5aa5addaab20298b1b70c3.jpg
03edf850d74d43b2587991ecb673fb33,scotch_terrier,58,D:\GitWork\dog_breed\data\train\03edf850d74d43b2587991ecb673fb33.jpg
03f2301867ca4d744773c4c06aa61d3c,borzoi,93,D:\GitWork\dog_breed\data\train\03f2301867ca4d744773c4c06aa61d3c.jpg
03f2f64aebc483ef8e5e17aba7311aa6,brabancon_griffon,116,D:\GitWork\dog_breed\data\train\03f2f64aebc483ef8e5e17aba7311aa6.jpg
03f5b638b8f1c83d3097786e40992ff9,toy_terrier,77,D:\GitWork\dog_breed\data\train\03f5b638b8f1c83d3097786e40992ff9.jpg
03f6435dc8a5e760d19e67831c6034fb,chow,27,D:\GitWork\dog_breed\data\train\03f6435dc8a5e760d19e67831c6034fb.jpg
040fef64640b89c53f161b6c5215b78b,affenpinscher,68,D:\GitWork\dog_breed\data\train\040fef64640b89c53f161b6c5215b78b.jpg
041a54577da744348d4da8094e882cd9,flat-coated_retriever,101,D:\GitWork\dog_breed\data\train\041a54577da744348d4da8094e882cd9.jpg
041b3b8a40b587a486276ac15edd9eaf,samoyed,9,D:\GitWork\dog_breed\data\train\041b3b8a40b587a486276ac15edd9eaf.jpg
041d0d6a8d110b35a3795dd5c68f9a36,american_staffordshire_terrier,96,D:\GitWork\dog_breed\data\train\041d0d6a8d110b35a3795dd5c68f9a36.jpg
04254919cc15c6867cccfd738a926999,walker_hound,113,D:\GitWork\dog_breed\data\train\04254919cc15c6867cccfd738a926999.jpg
0428e1ae313156ec06dc42096cf1372c,norwegian_elkhound,25,D:\GitWork\dog_breed\data\train\0428e1ae313156ec06dc42096cf1372c.jpg
042e83e82315bada78f2681d030b0d28,bull_mastiff,92,D:\GitWork\dog_breed\data\train\042e83e82315bada78f2681d030b0d28.jpg
042ecd9a978c2ee48d17f7f781621ac9,collie,41,D:\GitWork\dog_breed\data\train\042ecd9a978c2ee48d17f7f781621ac9.jpg
0434ddceef3eea9c757c8e9557a2d698,english_setter,55,D:\GitWork\dog_breed\data\train\0434ddceef3eea9c757c8e9557a2d698.jpg
0440acb104d7346ccc9bba0716603f6a,norwich_terrier,79,D:\GitWork\dog_breed\data\train\0440acb104d7346ccc9bba0716603f6a.jpg
0440e760e55c4d6bed536fbc0273801a,soft-coated_wheaten_terrier,107,D:\GitWork\dog_breed\data\train\0440e760e55c4d6bed536fbc0273801a.jpg
044644ffbec4b6d402eb824532478811,african_hunting_dog,45,D:\GitWork\dog_breed\data\train\044644ffbec4b6d402eb824532478811.jpg
044d904b00ce11cec6e493226c39a4e2,staffordshire_bullterrier,75,D:\GitWork\dog_breed\data\train\044d904b00ce11cec6e493226c39a4e2.jpg
044efbf8ab3e7195b8ea3c92ef0d48df,black-and-tan_coonhound,83,D:\GitWork\dog_breed\data\train\044efbf8ab3e7195b8ea3c92ef0d48df.jpg
044f7e60953230fa45e4367073d96693,clumber,70,D:\GitWork\dog_breed\data\train\044f7e60953230fa45e4367073d96693.jpg
